age,gender,department,education,years_experience,salary,performance_score,satisfaction_score,work_life_balance,monthly_hours,num_projects,distance_from_home,attrition
55,Male,Operations,High School,32,119553.0,4,5.0,Excellent,158.0,2,11.0,0
27,Female,Sales,High School,2,47522.0,4,3.0,Excellent,178.0,5,4.0,0
23,Male,Operations,Bachelor,4,40427.0,2,2.0,Good,197.0,6,1.0,0
34,Female,Sales,Bachelor,14,54492.0,5,4.0,Poor,161.0,1,12.0,0
32,Male,Sales,Master,8,58430.0,4,3.0,Good,157.0,2,7.0,0
44,Female,Sales,Bachelor,21,77130.0,3,3.0,Good,155.0,3,12.0,0
37,Female,IT,High School,15,51658.0,4,3.0,Good,141.0,4,3.0,1
52,Male,HR,Master,32,115986.0,4,3.0,Good,196.0,7,,0
32,Male,Sales,Bachelor,7,,4,,Good,157.0,7,10.0,0
37,Female,Sales,Bachelor,18,69853.0,4,2.0,Fair,154.0,5,11.0,0
29,Female,Operations,Bachelor,8,43827.0,4,3.0,Fair,188.0,2,6.0,1
25,Male,Finance,PhD,6,54779.0,5,3.0,Good,174.0,4,4.0,0
25,Male,Finance,Bachelor,1,34067.0,2,4.0,Fair,161.0,4,4.0,0
46,Female,Operations,Master,24,114954.0,2,4.0,Fair,195.0,2,3.0,0
24,Male,Finance,Master,1,52728.0,3,3.0,Fair,160.0,1,5.0,0
53,Female,Sales,High School,34,120229.0,4,4.0,Good,120.0,1,3.0,0
24,Male,IT,PhD,0,55403.0,4,4.0,Poor,,5,13.0,0
48,Male,Finance,Bachelor,24,88938.0,5,4.0,Excellent,154.0,1,11.0,0
50,Female,IT,High School,25,78063.0,4,,Good,157.0,5,6.0,0
53,Male,Finance,Master,33,119544.0,4,,Good,157.0,3,5.0,0
40,Male,Sales,Master,19,79745.0,5,5.0,Good,176.0,2,4.0,0
42,Male,IT,Master,19,88737.0,3,1.0,Fair,168.0,4,10.0,0
26,Male,HR,Bachelor,1,42365.0,4,3.0,Good,,5,31.0,0
39,Female,HR,Bachelor,17,88287.0,3,4.0,Excellent,216.0,7,14.0,0
49,Male,HR,Master,29,113016.0,4,2.0,Excellent,158.0,1,17.0,0
43,Female,Finance,Bachelor,23,74162.0,4,2.0,Excellent,151.0,7,22.0,0
42,Female,Sales,Bachelor,19,78001.0,4,,Good,161.0,5,6.0,0
27,Female,Sales,High School,7,48218.0,2,4.0,Fair,185.0,6,1.0,0
22,Male,Operations,Bachelor,0,35430.0,3,4.0,Poor,172.0,5,12.0,0
26,Male,Finance,Master,1,42346.0,4,4.0,Good,162.0,1,3.0,1
33,Female,Sales,Bachelor,10,55532.0,4,2.0,Good,142.0,6,11.0,0
47,Female,Finance,PhD,27,112443.0,3,1.0,Fair,119.0,6,17.0,0
55,Female,Sales,Bachelor,35,115004.0,5,4.0,Excellent,149.0,1,19.0,0
35,Male,IT,Master,13,76605.0,3,3.0,Good,206.0,6,5.0,0
47,Male,Sales,Bachelor,26,78932.0,4,4.0,Fair,185.0,2,9.0,0
48,Female,Finance,Bachelor,27,94961.0,4,2.0,Excellent,170.0,4,12.0,0
30,Female,Finance,Bachelor,11,63003.0,4,3.0,Excellent,193.0,7,21.0,0
47,Female,Sales,Bachelor,27,110625.0,5,3.0,Good,142.0,2,18.0,0
43,Female,Operations,Bachelor,18,71813.0,4,4.0,Excellent,176.0,2,54.0,0
51,Female,IT,PhD,28,129482.0,4,3.0,Excellent,130.0,1,1.0,0
38,Male,IT,Master,18,98520.0,1,3.0,Good,183.0,1,7.0,0
47,Male,Sales,Bachelor,23,84416.0,3,3.0,Poor,181.0,7,4.0,0
57,Male,IT,High School,34,110534.0,3,1.0,Poor,182.0,4,2.0,0
22,Male,Sales,High School,3,36043.0,4,2.0,Good,479.0,5,30.0,0
29,Female,HR,Bachelor,8,49344.0,3,,Fair,194.0,2,75.0,1
56,Male,Finance,Master,36,138726.0,3,3.0,Excellent,144.0,6,3.0,0
36,Male,HR,PhD,14,78810.0,3,3.0,Excellent,204.0,4,1.0,0
43,Male,Sales,High School,19,89804.0,2,3.0,Excellent,169.0,2,4.0,0
35,Male,Sales,Bachelor,15,61093.0,3,4.0,Excellent,125.0,5,22.0,0
47,Male,Sales,Bachelor,28,89884.0,5,5.0,Excellent,172.0,6,5.0,0
49,Male,IT,Master,24,104190.0,4,3.0,Fair,191.0,2,1.0,1
44,Female,Finance,Bachelor,20,89844.0,4,2.0,Fair,149.0,3,1.0,1
35,Male,Sales,Master,16,81429.0,4,2.0,Good,208.0,7,7.0,0
45,Female,Finance,Master,25,105980.0,3,4.0,Good,151.0,4,33.0,0
23,Male,Operations,High School,0,45634.0,5,3.0,Good,162.0,7,5.0,0
47,Male,IT,Master,23,107457.0,2,2.0,Good,158.0,1,7.0,0
35,Male,Finance,High School,10,55247.0,3,4.0,Excellent,132.0,2,2.0,0
28,Female,HR,Master,3,44050.0,4,2.0,Good,150.0,6,9.0,0
24,Female,HR,Bachelor,0,38760.0,2,4.0,Excellent,157.0,6,15.0,0
44,Male,HR,Bachelor,20,86634.0,4,3.0,Fair,171.0,4,4.0,0
39,Male,IT,PhD,14,,3,4.0,Good,99.0,4,5.0,0
59,Female,Sales,Master,38,132383.0,4,,Poor,192.0,7,23.0,0
56,Male,IT,Master,35,126888.0,3,5.0,Excellent,192.0,6,1.0,0
36,Male,IT,Bachelor,12,,3,4.0,Poor,204.0,6,13.0,1
46,Female,HR,Master,26,102517.0,4,2.0,Good,137.0,6,7.0,1
58,Female,Sales,Bachelor,35,112690.0,3,2.0,Poor,167.0,2,5.0,0
49,Male,Operations,Master,27,109621.0,3,3.0,Fair,198.0,6,13.0,0
31,Female,Finance,Bachelor,6,39829.0,2,4.0,Good,200.0,1,22.0,0
38,Female,IT,PhD,13,426845.0,4,4.0,Good,211.0,6,10.0,0
43,Male,Sales,PhD,21,85701.0,4,3.0,Fair,177.0,1,1.0,0
47,Female,Operations,Master,26,100201.0,3,,Fair,173.0,2,8.0,0
46,Female,Finance,Bachelor,24,98786.0,5,1.0,Good,136.0,4,8.0,1
38,Male,Finance,High School,14,57796.0,5,1.0,Good,201.0,1,10.0,0
34,Male,IT,Master,12,74736.0,4,5.0,Poor,163.0,2,14.0,0
41,Male,IT,Bachelor,16,63461.0,4,4.0,Good,175.0,6,373.0,0
46,Female,Sales,Master,24,106206.0,3,3.0,Poor,174.0,2,9.0,0
25,Male,Sales,Bachelor,2,32623.0,4,4.0,Good,115.0,6,11.0,0
31,Female,Finance,Bachelor,11,54806.0,3,5.0,Fair,154.0,7,6.0,0
24,Female,Finance,PhD,0,50434.0,2,4.0,Good,186.0,2,,0
39,Male,HR,Master,17,71752.0,5,4.0,Fair,173.0,4,4.0,0
57,Female,Operations,Bachelor,32,,4,4.0,Excellent,186.0,1,5.0,0
43,Male,HR,Bachelor,24,100427.0,3,,Fair,194.0,7,40.0,0
55,Female,IT,Bachelor,35,432625.0,3,4.0,Fair,154.0,4,6.0,0
29,Female,IT,Master,5,56693.0,4,2.0,Fair,162.0,3,6.0,0
40,Male,Operations,Bachelor,15,73731.0,1,5.0,Excellent,171.0,6,11.0,1
58,Male,Sales,PhD,37,141769.0,2,3.0,Good,194.0,1,,0
27,Male,Operations,Master,4,41134.0,1,4.0,Good,169.0,4,49.0,1
47,Male,Finance,Bachelor,26,107752.0,3,3.0,Excellent,130.0,1,11.0,0
55,Male,Sales,Master,32,116859.0,4,2.0,Excellent,170.0,3,1.0,0
27,Male,HR,Bachelor,5,37626.0,2,3.0,Good,193.0,5,28.0,0
58,Female,Operations,Bachelor,34,128110.0,4,5.0,Fair,,6,11.0,0
54,Male,HR,PhD,32,134880.0,3,5.0,Excellent,182.0,6,,0
43,Male,Operations,High School,20,,4,3.0,Fair,137.0,2,22.0,0
42,Female,Operations,Bachelor,19,,5,5.0,Good,164.0,6,7.0,0
27,Male,IT,Bachelor,4,46422.0,4,4.0,Good,186.0,6,1.0,0
27,Female,IT,Bachelor,7,70672.0,5,4.0,Excellent,196.0,4,21.0,0
25,Female,Operations,Bachelor,0,,5,1.0,Good,187.0,7,10.0,0
51,Female,Finance,Master,27,111468.0,3,5.0,Good,168.0,6,5.0,0
32,Male,Sales,Master,10,70768.0,4,4.0,Excellent,196.0,6,4.0,0
51,Male,Sales,Master,29,109875.0,5,5.0,Fair,158.0,3,11.0,0
52,Male,HR,High School,31,,3,4.0,Fair,179.0,7,3.0,0
45,Female,Operations,Bachelor,22,82196.0,3,4.0,Good,193.0,3,5.0,0
30,Male,Finance,Bachelor,11,52900.0,5,4.0,Excellent,189.0,1,13.0,0
24,Male,Finance,Bachelor,1,29680.0,4,3.0,Poor,189.0,1,26.0,1
52,Female,Sales,Bachelor,29,99643.0,3,3.0,Poor,,6,10.0,0
58,Male,IT,Bachelor,38,123042.0,3,3.0,Poor,148.0,6,18.0,0
57,Male,Operations,Bachelor,35,115318.0,4,1.0,Poor,175.0,2,18.0,1
45,Male,Sales,Bachelor,24,91944.0,4,4.0,Excellent,152.0,1,14.0,0
52,Female,IT,PhD,27,118130.0,4,4.0,Good,167.0,4,4.0,0
27,Male,Sales,PhD,8,71338.0,4,5.0,Good,145.0,6,25.0,0
23,Female,Finance,Master,3,59678.0,4,2.0,Good,183.0,4,7.0,0
41,Female,Operations,PhD,17,93113.0,4,4.0,Excellent,125.0,6,1.0,0
49,Male,IT,Master,30,132687.0,4,1.0,Fair,190.0,4,4.0,1
32,Female,IT,Bachelor,7,50321.0,4,2.0,Good,400.0,5,18.0,0
25,Male,HR,High School,3,33921.0,4,1.0,Good,222.0,4,1.0,0
36,Male,Operations,Master,16,,3,4.0,Fair,169.0,7,2.0,0
27,Female,Sales,Master,7,56863.0,3,2.0,Good,169.0,1,15.0,1
51,Female,IT,Master,31,98350.0,5,4.0,Fair,192.0,6,27.0,1
59,Female,IT,Master,36,129967.0,2,3.0,Poor,171.0,1,13.0,0
23,Male,Operations,Bachelor,0,28006.0,3,5.0,Fair,181.0,7,4.0,0
36,Male,IT,Master,14,87852.0,3,4.0,Excellent,199.0,7,1.0,0
32,Male,Sales,PhD,10,67819.0,4,5.0,Poor,168.0,4,,0
29,Male,HR,Bachelor,9,49838.0,3,5.0,Excellent,,3,1.0,0
47,Male,Finance,Master,25,112641.0,3,5.0,Poor,133.0,3,12.0,0
26,Male,Sales,Bachelor,2,38155.0,2,5.0,Excellent,215.0,7,4.0,0
27,Male,Operations,Master,3,46128.0,4,4.0,Excellent,465.0,3,29.0,0
47,Male,Sales,Master,26,98948.0,3,2.0,Excellent,208.0,6,8.0,1
25,Male,HR,High School,6,47813.0,3,,Excellent,128.0,2,4.0,0
40,Male,IT,Master,21,92265.0,3,2.0,Fair,224.0,5,24.0,0
41,Female,Finance,Bachelor,20,73857.0,5,4.0,Fair,179.0,4,,0
54,Male,IT,Master,29,106773.0,3,,Good,151.0,2,,0
41,Female,Operations,Bachelor,22,78484.0,2,5.0,Fair,221.0,3,22.0,0
33,Female,Finance,Master,9,54559.0,4,5.0,Poor,147.0,4,5.0,0
22,Male,HR,High School,0,37472.0,5,3.0,Excellent,169.0,2,7.0,0
47,Female,Finance,Master,28,116395.0,4,3.0,Good,240.0,1,6.0,0
35,Female,Finance,Bachelor,11,64985.0,5,5.0,Good,184.0,3,2.0,0
59,Female,Sales,Master,38,135035.0,4,3.0,Excellent,124.0,2,1.0,0
58,Male,IT,PhD,38,143058.0,1,4.0,Good,168.0,6,16.0,0
32,Male,Operations,PhD,12,78204.0,4,2.0,Good,165.0,1,13.0,0
57,Male,Sales,Master,35,135668.0,3,4.0,Excellent,179.0,3,4.0,0
34,Male,Finance,Master,14,60438.0,4,,Fair,173.0,5,,0
24,Female,Operations,Bachelor,1,28384.0,3,5.0,Good,188.0,7,35.0,0
54,Female,Sales,Bachelor,33,105401.0,3,4.0,Excellent,136.0,3,53.0,0
27,Male,Finance,Bachelor,3,48379.0,5,2.0,Excellent,161.0,6,8.0,0
31,Female,IT,Master,12,66180.0,3,,Excellent,182.0,5,20.0,1
26,Male,HR,PhD,6,51912.0,5,3.0,Good,155.0,5,17.0,0
44,Male,Sales,Bachelor,23,89287.0,1,5.0,Excellent,202.0,5,5.0,0
31,Female,Sales,PhD,11,74539.0,2,4.0,Poor,156.0,4,1.0,0
23,Male,Finance,Master,0,35544.0,5,3.0,Fair,178.0,4,2.0,0
34,Male,Finance,Master,10,59719.0,4,3.0,Good,172.0,7,22.0,0
23,Male,Finance,Bachelor,0,24404.0,4,4.0,Good,149.0,5,16.0,1
41,Male,HR,High School,17,78168.0,3,4.0,Fair,176.0,7,14.0,0
22,Female,Sales,Bachelor,1,34290.0,4,4.0,Good,142.0,1,2.0,0
58,Female,Finance,Master,36,128416.0,4,3.0,Fair,163.0,5,13.0,0
30,Female,Sales,Bachelor,10,46214.0,4,4.0,Good,175.0,2,18.0,0
38,Female,Operations,Bachelor,18,73648.0,3,4.0,Excellent,139.0,5,24.0,0
30,Male,Finance,Master,7,59585.0,5,5.0,Good,190.0,4,1.0,0
32,Male,Finance,Master,13,382997.0,4,5.0,Fair,181.0,4,14.0,0
36,Female,Operations,PhD,11,78787.0,5,4.0,Good,188.0,2,1.0,0
45,Male,Sales,Bachelor,25,85119.0,4,4.0,Good,175.0,2,15.0,0
59,Female,Finance,Bachelor,38,105774.0,4,3.0,Good,146.0,3,13.0,1
56,Female,IT,Master,34,139396.0,2,4.0,Good,174.0,1,2.0,0
51,Male,Operations,Bachelor,32,99522.0,3,3.0,Good,190.0,1,18.0,0
52,Female,IT,High School,31,91780.0,5,3.0,Excellent,145.0,1,1.0,1
26,Female,Finance,Bachelor,1,33544.0,3,3.0,Poor,147.0,6,22.0,0
35,Female,Operations,Bachelor,12,46331.0,2,4.0,Good,168.0,4,4.0,0
32,Male,Sales,Bachelor,12,53561.0,3,2.0,Good,165.0,1,15.0,0
30,Male,IT,Bachelor,9,56890.0,3,3.0,Good,174.0,3,31.0,1
55,Male,Finance,Bachelor,36,134181.0,5,3.0,Fair,,3,5.0,0
33,Male,IT,High School,9,55600.0,5,1.0,Fair,178.0,1,9.0,1
56,Male,IT,Master,34,121486.0,3,2.0,Fair,205.0,2,8.0,0
56,Female,Sales,Bachelor,37,122088.0,2,4.0,Excellent,188.0,3,3.0,0
22,Male,Sales,Master,1,28031.0,4,4.0,Good,176.0,7,11.0,0
43,Female,Operations,Bachelor,21,78893.0,4,3.0,Good,147.0,2,17.0,0
50,Female,HR,Bachelor,30,101401.0,5,5.0,Excellent,156.0,7,30.0,1
29,Female,Sales,Master,5,53726.0,4,4.0,Fair,196.0,4,23.0,0
32,Male,IT,Bachelor,9,68037.0,3,3.0,Excellent,163.0,6,9.0,0
58,Female,IT,Bachelor,38,109505.0,4,4.0,Good,150.0,3,,0
35,Male,Sales,Bachelor,12,56738.0,5,5.0,Fair,227.0,2,20.0,0
51,Male,IT,PhD,27,102831.0,4,3.0,Excellent,213.0,7,9.0,0
56,Female,IT,Bachelor,34,110973.0,4,3.0,Excellent,171.0,1,2.0,0
42,Male,IT,Bachelor,22,78083.0,3,5.0,Excellent,147.0,7,,0
58,Male,Finance,Master,37,120545.0,4,4.0,Fair,193.0,7,,0
26,Female,Sales,Bachelor,2,42304.0,4,,Excellent,162.0,4,11.0,0
40,Male,HR,Bachelor,15,69545.0,3,4.0,Excellent,197.0,5,16.0,0
35,Male,HR,Bachelor,13,68866.0,3,3.0,Good,162.0,5,3.0,0
47,Male,HR,Master,24,95746.0,3,5.0,Poor,,1,41.0,0
25,Female,Finance,Bachelor,6,44434.0,3,4.0,Fair,162.0,4,7.0,0
46,Female,HR,High School,22,97757.0,1,3.0,Excellent,234.0,4,13.0,0
46,Male,Operations,Bachelor,23,,3,4.0,Good,179.0,4,1.0,0
39,Male,Finance,Master,17,88963.0,4,4.0,Good,209.0,4,2.0,0
29,Male,HR,High School,6,40060.0,1,3.0,Fair,161.0,5,19.0,0
35,Male,Finance,PhD,11,83228.0,3,4.0,Fair,142.0,2,42.0,0
53,Female,HR,Bachelor,31,103108.0,5,4.0,Good,117.0,4,5.0,1
59,Male,IT,PhD,34,119828.0,4,1.0,Good,206.0,2,,1
54,Male,Sales,PhD,30,124939.0,4,4.0,Excellent,176.0,7,6.0,0
44,Female,Sales,Bachelor,23,83737.0,3,3.0,Good,143.0,7,1.0,0
36,Female,Operations,Bachelor,16,57001.0,4,3.0,Excellent,207.0,4,3.0,0
54,Female,Finance,Bachelor,30,,3,3.0,Fair,203.0,3,17.0,0
46,Male,Operations,Bachelor,24,82851.0,4,3.0,Poor,209.0,6,34.0,1
38,Male,HR,Master,19,112241.0,2,4.0,Good,141.0,3,2.0,0
54,Male,IT,Bachelor,34,103284.0,4,3.0,Fair,206.0,7,,0
23,Male,Sales,Bachelor,0,20296.0,3,4.0,Fair,184.0,6,,0
35,Female,Finance,Bachelor,10,61956.0,4,2.0,Excellent,210.0,3,2.0,1
27,Female,HR,PhD,8,68935.0,4,5.0,Good,188.0,4,3.0,0
27,Female,Operations,Bachelor,2,41793.0,3,4.0,Fair,179.0,2,11.0,0
24,Female,Sales,High School,3,40543.0,3,4.0,Fair,206.0,6,1.0,0
28,Male,HR,High School,9,47841.0,4,,Fair,196.0,5,7.0,0
29,Female,Finance,PhD,6,53967.0,5,3.0,Excellent,,1,2.0,0
36,Male,HR,Master,17,91068.0,4,2.0,Fair,162.0,6,4.0,0
50,Male,HR,Bachelor,30,94692.0,2,5.0,Fair,170.0,6,3.0,0
54,Male,Finance,Bachelor,35,121971.0,3,3.0,Good,131.0,5,26.0,1
51,Male,Sales,Bachelor,29,109851.0,5,4.0,Fair,160.0,4,15.0,0
48,Male,Finance,High School,26,93984.0,4,4.0,Fair,194.0,3,25.0,0
57,Female,HR,PhD,34,132566.0,4,3.0,Fair,189.0,3,6.0,0
50,Male,Operations,Master,31,109630.0,5,4.0,Fair,150.0,7,5.0,0
59,Male,Finance,Bachelor,34,118701.0,5,4.0,Fair,207.0,2,6.0,0
54,Male,IT,Master,29,88132.0,4,4.0,Poor,249.0,4,1.0,0
58,Female,IT,Bachelor,34,120725.0,3,3.0,Excellent,152.0,5,16.0,0
48,Female,Operations,Master,27,108455.0,3,3.0,Fair,169.0,4,6.0,0
54,Female,HR,Master,34,123217.0,4,2.0,Excellent,159.0,4,5.0,0
25,Male,Operations,Bachelor,4,41938.0,3,4.0,Excellent,172.0,3,11.0,0
43,Female,Sales,Master,24,89011.0,3,,Good,181.0,5,7.0,0
23,Male,HR,Bachelor,2,15696.0,3,3.0,Fair,157.0,1,48.0,0
31,Female,Finance,Bachelor,7,51248.0,3,,Fair,168.0,6,6.0,0
26,Female,Operations,High School,5,53032.0,4,1.0,Good,352.0,3,12.0,0
31,Male,IT,Bachelor,8,36084.0,4,5.0,Good,186.0,5,5.0,0
54,Male,Finance,Master,30,106580.0,3,,Good,211.0,2,56.0,0
59,Male,HR,PhD,36,146018.0,3,5.0,Poor,174.0,6,8.0,0
34,Male,Sales,Master,15,80371.0,5,4.0,Excellent,160.0,6,13.0,0
52,Male,Finance,Master,28,133704.0,1,3.0,Poor,192.0,3,,0
57,Female,Finance,Master,38,143605.0,4,3.0,Good,185.0,7,16.0,0
45,Male,Operations,Bachelor,26,101683.0,5,4.0,Good,170.0,2,4.0,0
36,Male,IT,Bachelor,15,,3,3.0,Poor,,3,8.0,0
50,Male,Sales,High School,27,101698.0,4,2.0,Good,165.0,4,26.0,0
29,Male,Sales,Master,10,76963.0,5,4.0,Excellent,161.0,7,,0
26,Female,IT,PhD,3,56184.0,3,3.0,Excellent,127.0,5,7.0,0
50,Male,IT,High School,27,96562.0,4,5.0,Excellent,166.0,2,22.0,0
25,Female,Finance,Master,1,43630.0,3,4.0,Good,130.0,6,1.0,0
33,Female,IT,Master,11,62184.0,3,4.0,Good,159.0,3,23.0,0
23,Female,Operations,Bachelor,2,37151.0,4,4.0,Poor,189.0,6,12.0,0
48,Female,Operations,Bachelor,29,104451.0,5,5.0,Good,137.0,2,9.0,0
52,Male,HR,Bachelor,29,114339.0,4,4.0,Fair,170.0,6,27.0,0
57,Female,Operations,High School,37,120984.0,3,,Good,176.0,3,23.0,0
57,Male,Finance,Bachelor,35,122897.0,2,3.0,Fair,169.0,7,5.0,0
47,Male,HR,High School,28,98723.0,4,5.0,Good,162.0,3,19.0,0
48,Female,Sales,Bachelor,28,105118.0,2,4.0,Good,183.0,1,2.0,0
26,Female,IT,High School,5,40499.0,4,3.0,Excellent,186.0,6,21.0,0
41,Female,HR,Master,20,94587.0,4,1.0,Good,175.0,1,14.0,0
32,Male,Operations,Bachelor,9,58325.0,4,4.0,Excellent,164.0,7,2.0,0
31,Male,IT,Master,8,51466.0,4,1.0,Excellent,196.0,1,14.0,0
59,Female,Operations,Bachelor,38,133819.0,3,5.0,Good,142.0,6,11.0,0
27,Male,Finance,Bachelor,3,36168.0,3,5.0,Good,192.0,2,11.0,0
29,Female,Sales,PhD,7,63741.0,3,2.0,Fair,185.0,4,5.0,0
44,Female,Operations,High School,25,86819.0,4,4.0,Excellent,,7,4.0,0
47,Male,HR,Bachelor,25,94885.0,4,2.0,Good,174.0,3,18.0,0
33,Male,IT,Master,10,64963.0,4,4.0,Excellent,127.0,5,,0
47,Male,Finance,High School,26,490111.0,4,3.0,Good,209.0,7,8.0,0
34,Male,Sales,High School,11,60621.0,5,4.0,Excellent,195.0,1,15.0,0
39,Female,HR,Bachelor,18,79868.0,3,3.0,Excellent,150.0,2,1.0,0
46,Male,IT,High School,27,119710.0,2,2.0,Fair,193.0,6,11.0,0
54,Female,IT,Bachelor,33,112817.0,3,3.0,Fair,179.0,2,11.0,0
33,Male,Operations,Bachelor,10,49123.0,4,2.0,Good,160.0,2,14.0,0
57,Female,HR,Master,32,103841.0,3,4.0,Good,204.0,6,,0
25,Male,Sales,Master,3,37937.0,4,1.0,Fair,164.0,5,8.0,0
26,Male,IT,Master,6,64882.0,4,3.0,Excellent,208.0,6,5.0,0
58,Male,Operations,Master,37,138259.0,5,5.0,Good,188.0,5,20.0,0
29,Female,Sales,Master,8,49200.0,5,,Excellent,198.0,6,2.0,0
49,Female,Sales,Bachelor,24,109713.0,2,5.0,Excellent,189.0,1,285.0,0
52,Female,Sales,Master,33,125114.0,3,5.0,Good,,5,13.0,0
30,Male,Sales,Master,11,71182.0,4,2.0,Excellent,180.0,1,27.0,1
50,Male,Finance,Master,31,135453.0,3,2.0,Good,156.0,7,7.0,1
35,Male,Finance,Bachelor,15,81415.0,3,4.0,Excellent,176.0,5,5.0,0
43,Male,IT,Bachelor,19,83749.0,4,5.0,Good,197.0,5,28.0,0
32,Male,Finance,Bachelor,7,54133.0,3,5.0,Good,192.0,6,2.0,0
44,Female,IT,Master,24,107382.0,4,1.0,Good,187.0,5,2.0,0
22,Female,Operations,High School,0,28072.0,4,3.0,Good,122.0,1,5.0,0
58,Female,Operations,Master,37,134794.0,2,2.0,Good,169.0,7,39.0,1
42,Female,IT,Bachelor,20,84594.0,3,4.0,Good,167.0,6,,0
47,Male,Operations,High School,22,83985.0,3,4.0,Fair,147.0,3,10.0,0
57,Male,Finance,High School,33,104776.0,4,2.0,Excellent,197.0,7,15.0,1
44,Male,IT,High School,21,80370.0,3,3.0,Good,124.0,7,7.0,0
22,Female,Sales,Bachelor,2,27096.0,5,4.0,Good,195.0,1,18.0,0
36,Male,IT,Bachelor,11,58014.0,3,4.0,Good,208.0,7,,0
42,Male,Finance,PhD,17,78256.0,3,1.0,Excellent,169.0,3,22.0,0
30,Male,Operations,Bachelor,6,47728.0,3,5.0,Excellent,173.0,2,4.0,0
30,Male,Finance,High School,8,36949.0,3,4.0,Good,199.0,6,4.0,0
31,Female,Operations,Master,6,51772.0,3,4.0,Fair,155.0,2,9.0,0
47,Female,HR,Master,22,99032.0,4,4.0,Good,191.0,6,7.0,0
56,Male,Finance,Master,34,131329.0,4,2.0,Good,,7,,0
46,Female,Finance,High School,22,90378.0,2,2.0,Excellent,144.0,6,6.0,1
47,Female,IT,Master,27,110057.0,2,4.0,Good,182.0,1,4.0,0
32,Male,HR,Master,12,61045.0,4,2.0,Excellent,174.0,3,8.0,0
59,Male,Finance,Bachelor,34,122844.0,4,4.0,Good,131.0,6,10.0,0
23,Male,Sales,High School,1,372192.0,3,4.0,Excellent,210.0,3,2.0,1
28,Male,Finance,Bachelor,3,46256.0,4,4.0,Poor,164.0,6,10.0,0
39,Female,Sales,Bachelor,20,,3,3.0,Excellent,187.0,3,5.0,0
48,Male,HR,Master,25,,4,3.0,Excellent,215.0,2,6.0,0
55,Female,Finance,Bachelor,35,117698.0,3,4.0,Excellent,181.0,1,4.0,0
48,Male,IT,PhD,29,115949.0,2,1.0,Poor,206.0,6,33.0,0
38,Male,Sales,Bachelor,17,62158.0,5,,Fair,153.0,4,14.0,0
45,Male,IT,Bachelor,22,,3,4.0,Good,210.0,3,4.0,0
46,Male,Operations,High School,21,69405.0,4,3.0,Poor,154.0,3,13.0,1
28,Male,Sales,Bachelor,4,47536.0,3,4.0,Poor,160.0,4,23.0,0
27,Female,Operations,Master,7,66039.0,4,2.0,Fair,138.0,1,,0
45,Male,Sales,Master,24,104429.0,5,3.0,Good,181.0,3,22.0,0
54,Female,Operations,Bachelor,31,107235.0,1,5.0,Good,190.0,1,3.0,0
50,Male,Operations,Bachelor,30,121487.0,4,5.0,Poor,194.0,3,21.0,1
43,Male,IT,High School,21,81714.0,4,3.0,Fair,139.0,7,10.0,0
47,Male,HR,Master,23,99267.0,4,5.0,Good,184.0,5,4.0,0
49,Female,IT,High School,26,,4,3.0,Good,185.0,7,7.0,0
42,Male,HR,Bachelor,20,77293.0,5,3.0,Fair,,3,54.0,0
28,Male,Sales,Master,9,67547.0,1,3.0,Good,155.0,5,19.0,0
38,Female,Sales,PhD,13,77432.0,3,5.0,Excellent,112.0,6,11.0,0
41,Male,Sales,Bachelor,19,71895.0,5,2.0,Excellent,192.0,1,2.0,1
41,Male,IT,Bachelor,18,80451.0,4,,Excellent,171.0,3,7.0,0
43,Male,IT,Master,20,86019.0,1,4.0,Excellent,182.0,2,4.0,0
49,Female,HR,Master,30,116067.0,4,4.0,Good,172.0,2,1.0,0
28,Female,Operations,Bachelor,3,34769.0,4,3.0,Good,180.0,4,10.0,0
22,Male,IT,PhD,0,49907.0,3,,Good,193.0,2,,1
53,Male,HR,Master,31,112113.0,3,2.0,Good,128.0,5,14.0,0
34,Female,IT,Bachelor,9,394068.0,4,4.0,Fair,203.0,2,4.0,0
51,Female,Finance,Bachelor,29,95942.0,3,4.0,Good,170.0,2,11.0,0
44,Male,Operations,Bachelor,24,96746.0,4,4.0,Good,215.0,2,35.0,0
40,Female,Operations,Master,15,78875.0,4,,Poor,163.0,3,16.0,0
53,Male,Operations,High School,29,109848.0,3,2.0,Excellent,157.0,4,15.0,0
